arrival_rate,service_rate,num_servers,sim_time,avg_wait_time
15.863690912414636,20.555755518056483,5,720,7.738490643737725e-06
18.538153378023217,13.567328719505333,2,800,0.07016787076894376
5.292939504421867,18.600005474976104,1,814,0.022117257724912305
16.847369488979293,10.408593110018398,3,440,0.017481562416656805
4.337923700120422,15.235585219408627,3,492,5.021929180134136e-05
19.62870886211229,19.93668843070568,5,851,5.1504360099959624e-05
10.650791332912245,13.69892771497845,1,335,0.27059216914016004
7.966705376037743,18.385237825484428,3,683,0.0001310488520966947
3.226495983462081,7.252930693137596,2,614,0.007164744484974974
16.785535566756103,11.003811334862288,5,396,0.0006105432363613755
18.838156943296735,18.12588293452402,2,636,0.01852821211525041
5.339872541571441,3.633156074970243,1,405,58.77664748134021
18.6540056482585,19.980547495501998,3,649,0.0016861075540648934
3.952807233129536,24.45242334356886,1,495,0.00923269629586743
18.618085340945154,3.7259806820148507,4,299,34.66105601606477
19.760568579568897,13.111736299674774,5,513,0.00032934758203006186
2.5561586308205344,3.973134398412646,2,444,0.03898063439889977
3.2312456667901754,3.0972832280627305,4,374,0.0002618231283868604
4.544496166819527,19.715785026909984,3,819,2.164470862806789e-05
11.628181357418576,24.29289178397717,1,346,0.040694369986818114
16.69495251645243,22.964007948256743,2,251,0.006757054410405664
6.2981409488345586,14.342389619611346,5,942,3.663786657560665e-06
14.691802432955427,3.0862106694420293,2,201,61.428986985960805
11.62793098893652,11.652972313663156,1,955,3.987653334618905
4.611764582070888,14.787966437323057,2,344,0.0020893621016279036
17.499516574831905,18.121231864320624,1,846,0.8855139023621963
2.5821172019672836,23.768542325295257,3,668,2.266375517758314e-05
1.189183305694384,13.4188146986365,3,456,0.0
2.1584956184314694,12.84338681495369,5,1000,0.0
2.860879294482705,17.730578171437525,2,531,0.00032193660003723153
11.509383247418741,12.040264109140466,2,559,0.022956508608069973
2.0937686524269608,21.671149997811657,1,713,0.004795849849524054
17.277417909633837,18.705442634291874,1,324,0.5423668102914666
11.196403542589962,17.081727453840593,5,525,2.46304395239308e-06
19.093232914519767,12.741942622059797,1,976,156.13869468637932
3.0523630123911167,16.72297847852738,2,272,0.00042574480089531793
6.828381528838425,1.6390960676828943,5,814,0.505160922917177
1.3833122050796938,13.314993401036604,4,721,0.0
8.609771477291297,5.472929369937888,5,747,0.0011354266283229329
11.012114726929708,12.909894970268475,3,637,0.002508260531044228
1.40313052257826,24.20852714797261,5,550,0.0
11.301471298154874,18.842200907480528,3,576,0.0006072811977376953
7.269600515803821,6.4972174432441046,5,459,0.0002598914547615033
13.548787308984377,8.44855322566342,3,809,0.018937776040707625
12.450871952876364,13.526480626213377,1,954,0.7906081673670822
1.7059249252898427,5.39222510768649,4,431,2.745409253050061e-05
16.781152527511722,5.3946791245739965,2,486,89.19918527117102
17.22162543728412,16.741109878757555,4,823,0.0003732589243748548
7.145593065041698,13.872999963133678,3,533,0.0004074972827427213
14.808847293681726,9.274532246856968,5,677,0.0006406985111995542
14.38165053440257,14.040053578274478,5,955,5.9747363644593545e-05
12.832830511665518,4.8465797045261505,1,317,107.6474662588358
4.576960256091013,11.054076864388591,5,944,0.0
3.884632462795396,16.231691557690944,5,711,0.0
6.055085782762972,11.466152491091483,4,752,2.2277902255820716e-05
19.22476546088702,7.016791356159278,3,838,0.6143673674373085
11.51114277017842,4.054005816185048,1,294,94.00298362011478
12.150576313655307,3.8433496640910123,3,875,30.97248524216778
8.107534875880013,6.446104602817754,1,764,73.67872468121834
5.008647530425856,18.907942481463177,2,795,0.0007941187565239271
4.133991261638843,18.31732895782219,4,599,5.799087543821479e-06
19.79635069595323,23.387326232133113,2,420,0.00919963607637373
18.418009961007634,23.779054106960324,4,511,0.0001337965770572217
19.834389360313452,16.995944453414403,1,694,54.873341310950295
16.194429581128745,19.669015920969485,1,443,0.26230790697996587
